LHS,RHS,Count
VP,ADVP VBD NP NP,1
RB,unexpectedly,1
VBD,awarded,2
VP,VBD NP PP-CLR PRN SBAR-TMP,1
RB,little,3
VP,VBD ADVP-DIR SBAR-TMP,1
VBN,cleared,1
NN,kickback,1
S,`` SQ-TPC . '' NP-SBJ VP .,1
SQ-TPC,VBP RB NP-SBJ VP,1
VBP,Do,5
NN,fee,2
VP,VBD NP SQ,1
SQ,-NONE-,1
S-TPC,"S-ADV , NP-SBJ ADVP-TMP VP",1
JJ,Appalled,1
VBD,paid,4
VP,"VB PP-CLR , ADVP , S-ADV",1
NP,NP NNP NNP CC NNP NNP,1
RB,either,1
VP,VBG ADVP-TMP SBAR,1
ADVP-TMP,RBR,3
VBD,feared,2
NN,retribution,1
VP,VB PP-CLR PP-LOC,1
VB,respond,1
NN,allegation,2
IN,Like,2
NP,NP NNS CC NNS,3
NNS,residents,2
VBN,interviewed,1
NN,complaint,2
VBN,printed,1
NP,NP ADJP SBAR,1
SBAR-PRD,WHNP S,1
NP,NN RB,1
VP,VBP PP-CLR ADVP-LOC,1
VBP,talk,2
ADVP-LOC,RB RB,1
NP-SBJ,JJ NN NNP NNP NNP,1
NNP,Peduzzi,1
SINV,VP NP-SBJ : `` S .,1
VBZ,Says,1
NN,matter,4
VBG,biting,1
NP,PRP POS,1
NN,lip,1
VP,VBP PP-LOC-CLR ADVP-TMP,1
VBP,live,1
PRT,RBS,1
VP,VB PP-LOC SBAR-TMP,1
VB,dance,1
NN,coffin,1
NN,lid,1
VBN,sealed,1
ADJP-PRD,RB VBN,1
RB,tightly,1
VBN,shut,1
ADJP-PRD,"JJ , JJ CC JJ",2
JJ,imperious,1
JJ,abrasive,1
JJ,ambitious,1
VBD,practiced,2
VP,"VBD NP PP-LOC , SBAR-TMP",1
VBD,sipped,1
NN,tea,1
JJ,sweetened,1
NN,honey,1
JJ,high-backed,1
NN,leather,1
NN,chair,1
VBG,scribbling,1
VBG,ordering,1
NNS,spectators,1
VB,stop,2
NN,whispering,1
NNS,hats,1
VP,VBD NP PP-TMP SBAR-TPC,1
VBD,jailed,1
NNS,hours,3
SBAR-TPC,IN S,1
VBD,defied,1
VP,VB NP PP-CLR S-PRP,1
VB,extend,4
NNS,teachers,1
NNS,Visitors,1
VP,VB ADVP-MNR NP,2
VB,cite,1
RB,precisely,2
NP,"DT NNS , NNS , NNS CC NNS",1
VP,VBG SBAR-TMP,2
VP,"VB ADVP-DIR NP , S-ADV",1
VB,force,3
RB,aside,2
NP,DT VBG NN NN,4
VBG,presiding,1
NN,seniority,3
NN,county,1
NN,administrator,1
ADJP-PRD,RB JJ PP,5
RB,fiercely,1
JJ,proud,1
NNS,abilities,1
VP,"VBD NP S SBAR-TMP , PP",1
NN,Ebensburg,1
NP,DT JJ JJ NNP NNP,2
NNP,Pontiac,1
NNP,Sunbird,2
JJ,grand-jury,2
S,NP-SBJ ADVP-MNR VP . '',1
NN,dealership,4
RB,dutifully,1
VBD,recorded,1
NP,NP `` NP,1
S-TPC,"ADVP , PP , NP-SBJ ADVP-TMP VP",1
RB,Yet,2
NN,bearing,1
VB,suspect,1
NN,wrongdoing,1
NNP,Bognato,2
NP-SBJ,"NP , NP , NP",1
NN,arrogance,1
NN,demeanor,1
VP,VBP RB NP-PRD,2
VBG,filing,1
S,"`` SBAR-TMP , NP-SBJ VP . ''",1
VP,VBD PRT,1
VB,hit,1
NP-PRD,DT NN SBAR,3
NN,indication,1
NN,State,1
VP,"VBP NP ADVP-TMP , PP",1
VBP,dispute,1
NN,light,2
VP,"VBD PP-CLR PP-TMP , SBAR-TMP",1
JJ,unrelated,2
NN,investigation,5
NN,inquiry,3
VBD,focused,1
NP-SBJ,RB PRP$ JJ NN NNS,1
JJ,routine,2
VBD,caused,2
NN,trouble,5
VP,VBD NP PP-CLR ADVP-TMP ADVP-TMP,1
NP,PRP$ JJ NNP,1
NNP,Black,1
NNP,Pontiac-Cadillac,1
NNS,apprehensions,1
NN,reputation,2
JJ,extra,1
NN,step,5
NP,PDT DT NN NN,1
VBN,pre-approved,1
NN,lender,1
NNP,Laurel,5
S,"ADVP-TMP , PP , NP-SBJ VP .",1
NN,precaution,1
VP,VBD NP SBAR-TMP : NP,1
NN,photograph,1
VP,VBD ADVP-LOC-CLR PP,1
VBD,stood,2
ADVP-LOC-CLR,JJ PP,1
NNS,papers,2
NN,proof,1
NNS,documents,9
VBD,disavowed,1
S-TPC,"S , S , S",1
MD,shall,1
VP,"VBD NP S PP-LOC , PP",1
NN,stationery,1
RBR,Later,1
VP,VBD NP ADVP,3
RB,farther,1
VB,repossess,1
VB,intervene,1
VP,VBD ADVP,1
VP,VBP NP PP-LOC-CLR,3
VBP,find,2
NN,adversary,1
JJ,inclined,1
NNS,favors,1
VP,VBD ADVP-CLR S PP-LOC,1
S,"`` ADVP SBAR-ADV , NP-SBJ VP : . ''",1
VBN,inclined,1
VB,reconsider,1
NN,request,3
S,NP-SBJ ADVP-TMP VP . '',2
VP,VBD `` ADJP-PRD '' SBAR,1
JJ,unfortunate,1
VBD,chose,3
VP,VBZ `` S,1
VP,VBD ADVP NP-PRD ADVP-LOC,1
NP-PRD,RB NN S,1
NN,intent,1
VB,extort,1
VBD,acquiesced,1
VBD,refinanced,1
VBD,accepted,3
NN,trade-in,1
RB,originally,4
NP,DT ADJP CD NNP NNP,1
ADJP,JJ PRT,1
JJ,beat,1
PRT,JJ,1
JJ,up,1
NNP,Citation,1
VB,repair,1
VBN,resold,1
NN,incident,1
VP,VBD RB NP-PRD,1
VP,VBD NP PP-CLR ADVP-TMP,3
NN,treatment,4
VP,VBD `` ADJP-PRD,2
RB,absolutely,1
JJ,onerous,1
NNP,L.,5
NNP,Kane,1
VP,ADVP-MNR VBD,1
S,NP-SBJ PRN VP . '',2
VP,VBD ADVP SBAR,1
VP,VBD `` ADVP-TMP '' VP,1
VP,"VBG NP PP-EXT , `` PP",1
VBG,lowering,1
CD,3.5,2
NN,concession,1
VP,"VBZ SBAR , SBAR-ADV",1
VP,VB PP-MNR SBAR,1
VP,VB NP PP-LOC ADVP-MNR,1
VB,defend,2
VBZ,contends,2
NP,PRP$ JJ NN CC NN NN,1
JJ,seven-bedroom,1
NN,cedar,1
NN,brick,1
ADVP-LOC,IN PP,1
VP,VBZ ADVP-PRD S-PRP,1
VB,return,3
VBZ,notes,1
CD,76,1
VP,ADVP VBN PP,1
VBN,filed,11
VBN,trimmed,1
CD,27,2
ADJP,ADVP-TMP VBG,1
RB,longer,2
NNS,ethics,1
VBN,withdrawn,1
JJ,pre-trial,1
PRN,: `` NP '' :,1
JJ,intact,2
VBP,lose,3
NP,PRP$ NNP,1
JJ,correct,1
JJ,innocent,1
NNP,Cockburn,3
JJ,comic,3
NN,masterpiece,1
PRN,-LRB- NP-TTL -RRB-,1
NP-TTL,"`` NP , '' NP-LOC , NP-TMP",1
NP,NNP . NN,1
NN,Economy,1
NN,House,1
VBN,Built,1
NN,Junk-Bond,1
NN,Sand,1
NP-LOC,NN,1
NN,Viewpoint,1
NP,NP PP-LOC PRN,1
JJ,abominable,1
NNP,Union,7
PRN,: SBAR :,2
VBN,evidenced,1
NP-LGS,NP PP PP-TMP,1
NN,collapse,1
NN,sand,1
NN,apartment,1
NNS,blocks,1
JJ,Armenian,1
NN,earthquake,2
NN,metaphor,1
JJ,sublime,1
JJ,satirical,1
NN,muse,1
VBP,await,1
NN,sequel,2
NN,resiliency,1
NP,DT NNP NNP NNP NN,1
JJ,private,3
JJ,charitable,2
NNS,metaphors,1
NN,supremacy,1
WHNP,WDT JJ NN,1
WDT,whatever,1
JJ,failed,1
NN,scream,1
JJ,grass-roots,1
NN,environmentalist,1
JJ,disappointed,4
VP,VB PP-LOC SBAR,2
JJ,premiere,1
NNP,Garbage,1
CD,"220,000",1
JJ,metric,1
NN,newsprint,5
CD,1.4,1
JJ,recycled,3
S,"PP , NP-SBJ , PP , VP .",1
NN,contrast,1
CD,83,1
PP,"PP , CC PP ,",1
NNS,newspapers,4
NP,DT JJS JJ NN,5
JJ,solid,1
NN,waste,1
NNS,landfills,1
VBG,overflowing,1
NN,trash,1
NNS,types,1
ADJP-PRD,RBR JJ PP,3
NP,PRP$ NN CC NN,2
NN,disposal,1
JJ,precious,1
NNS,resources,5
JJ,excellent,2
NN,publication,1
VBP,enjoy,1
VBG,reading,1
PRN,-LRB- CC VP -RRB-,1
RB,daily,1
VB,Please,1
NNS,thousands,2
JJ,comfortable,1
JJ,environmental,2
NP,PRP$ ADJP NN NNS,1
JJ,impeccable,1
NN,quality,1
NNP,Virginia,3
NNP,M.W.,1
NNP,Gardiner,1
NNP,FIRST,1
NNP,FINANCIAL,1
NP,"NP PP , RRC",1
NP,NN NNP JJ NN,2
NN,Class,2
NNP,B,5
NNP,A,4
RRC,ADJP SBAR-ADV,1
NP-SBJ,DT NNPS CC NNP NNP,1
VBZ,approves,1
NNS,Shareholders,1
NP,DT NAC-LOC JJ NN,1
NNP,Santa,1
NNP,Ana,1
JJ,title-insurance,1
VBD,approved,1
VBN,traded,1
S,NP-SBJ VP :,2
NP-SBJ,DT JJ,1
JJ,following,1
VP,"VBD PP-LOC-PRD , PP , SBAR-ADV",1
NNS,offerings,1
NNS,pricings,1
NP,DT UCP NN NNS,1
JJ,non-U.S.,1
VBN,compiled,1
NP-LGS,NNP NNP NNP NNPS NNP,1
NNPS,Markets,2
NNP,Report,1
,NP-HLN,20
NP-HLN,NNP NNP NNP :,2
NNP,Continental,2
NNP,Cablevision,1
NP-SBJ,"NP PP , ADJP ,",2
CD,350,4
JJ,subordinated,3
NNS,debentures,1
ADJP,JJ NP-TMP,7
NP-TMP,"NNP CD , CD",7
CD,2004,1
VP,VBN NP PP-CLR S-CLR,5
VB,yield,9
VBN,Rated,2
JJ,single-B,3
NP-LGS,NP NNPS NNP NNP,2
VP,ADJP-PRD PP,3
NNP,Standard,2
NNP,Poor,2
NN,Corp.,1
JJ,non-callable,1
NP-LGS,NNP NNP CC NNP,1
NP-HLN,NNP NNP :,1
NNP,Beatrice,1
CD,251,2
CD,1997,2
VP,VBN NP PP-LOC PP-MNR,1
NNP,Salomon,1
NNPS,Brothers,2
VP,VBN NP PRT PP-DIR,1
VBN,scaled,1
NP,DT ADJP QP -NONE-,1
VBN,planned,2
VBG,consisting,2
CD,151,1
NP,ADJP JJ JJ JJ NNS,1
JJ,reset,1
CD,99.75,1
VP,VB ADVP-TMP S-PRP,1
VB,reset,3
NN,maximum,1
NN,coupon,9
NP-PRD,QP NN,2
CD,1\/4,3
JJ,floating-rate,2
NP,CD CD,1
CD,99,1
VB,float,1
PP-CLR,NP-ADV IN NP,1
NP,DT JJ NNP NN JJ NN,1
CD,12.9375,1
VBN,rated,6
JJ,single-B-plus,1
NNP,S&P,6
NP-HLN,NNP NNP NNP NNP NNP :,3
NNP,Jersey,3
NNP,Wastewater,1
NNP,Treatment,1
NP,"ADJP , JJ NN",1
CD,75.1,1
RB,apparently,3
VBN,won,1
NP-LGS,DT NNP NNP NNP NNPS NN,1
NNP,Merrill,2
NNP,Lynch,2
CD,40.9,1
NP,NN NN JJ NNS,1
NN,wastewater,2
JJ,insured,3
NP,NN CD NNP,2
NN,Series,5
NP,DT ADJP JJ NN NN,3
CD,7.0826,1
JJ,true,4
NP-SBJ,DT NN CD NNP NNS,2
JJ,triple-A,5
NP-LGS,NNP POS CC NNP,2
CD,34.2,1
CD,7.0808,1
UCP-PRD,ADJP-PRD CC VP,1
JJ,uninsured,1
JJ,double-A,1
NP-SBJ,DT DT NN CD NNP CC NNP CD NNP NNS,1
VP,"VBN NP S-CLR , PP",1
CD,7.15,1
CD,2008,1
NP-HLN,"NP , NP-LOC :",1
NP,NNP NNP NNP NNP NNP CD,1
NNP,Matagorda,1
NNP,Navigation,1
NNP,District,3
NNP,No.,1
NP-SBJ,"NP PP PRN , ADJP ,",1
CD,70.3,1
NP,NN NN NN NNS,1
NN,pollution,2
NP,NNP NNP CC NNP NNP . NN,1
NN,Project,1
ADJP,JJ NP,1
CD,2019,1
VP,ADVP-MNR VBN NP PP PP-CLR S-CLR,1
RB,tentatively,1
NP-LGS,"DT NNP , NNP CC NNP NN",1
NNP,Goldman,2
NNP,Sachs,2
CD,98,1
CD,7.649,1
NN,Interest,2
VP,VBN NP PP-CLR PP-LOC,1
VBN,treated,1
NN,preference,2
PP-LOC,IN S-NOM,8
VBG,calculating,1
NP,DT JJ NN JJ NN,1
VBN,imposed,1
NNP,Home,2
NNP,Loan,2
NNP,Mortgage,5
NNP,Remic,1
NNS,classes,2
NP-LGS,DT NNP NNP NN,2
CD,109,1
NP-LGS,NNP NNP ADJP NNS,1
JJ,Complete,1
NNS,details,1
VP,VBD RB ADJP-PRD,3
NNP,Lomas,1
NNP,Funding,1
NNP,II,3
NNS,obligations,2
VP,VBP PP-CLR PP PP,1
VBP,yield,2
CD,9.35,1
CD,10.48,2
CD,21.18,1
VBZ,represents,2
NN,spread,1
JJ,20-year,1
CD,2.45,1
JJ,weighted,2
CD,11.08,1
NP,JJ NN VBG NN,1
CD,28,3
NP-LGS,"NP , NP CC NP",2
NP,NNP NNPS NNP NNP,3
NNP,Fitch,1
ADJP-PRD,NP-ADV VBN,1
NP-ADV,QP -NONE-,1
VBN,overcollateralized,1
VBN,covered,1
NNP,Electric,3
NN,pool,1
VBG,covering,1
QP,RB JJ IN CD NN,2
JJ,original,4
NNP,J.C.,4
NNP,Penney,3
NP,"NP , NP , PP ,",1
NP,NNP NNP NNP NNP NNP JJ NNS,1
NNP,JCP,2
NNP,Master,1
NNP,Credit,3
NNP,Card,1
NP,DT JJ VBN NN,1
VBN,stated,1
CD,2001,2
CD,99.1875,2
CD,9.192,1
CD,8.95,2
NP,", JJ NN",1
",",an,1
CD,10.05,1
CD,1.31,1
NP,DT JJ NNP JJ NN,2
JJ,benchmark,1
NNP,First,2
NP-LGS,NP PP PP,1
NNP,Suisse,2
NP-HLN,NP PRN :,4
NNP,Keio,1
NNP,Teito,1
NNP,Railway,1
PRN,-LRB- NP-LOC -RRB-,6
NP,"NP ADJP , PP , VP PP",2
CD,1993,4
JJ,equity-purchase,2
VBG,indicating,3
IN,via,7
DT,Each,2
CD,"5,000",3
VBZ,carries,3
NP,"NP , ADJP , S",2
NP,CD NN S,2
NN,warrant,2
ADJP,JJ PP-TMP,2
JJ,exercisable,2
PP-TMP,PP PP,4
VP,VB NP PP-CLR SBAR-TMP,2
NN,premium,2
VBG,closing,2
VP,VBN NP NP-TMP ADVP-TMP,2
VBN,fixed,2
NP,NNP NNP NNP .,1
NNP,Diesel,1
NNP,Kiki,1
CD,200,2
CD,1994,2
NNP,Yamaichi,1
NP,NNP NNP NNP NNP .,1
NNP,Chugoku,1
NP,"NP ADJP , VP PP",1
CD,1996,1
PP,CC NP,2
CC,less,1
NNS,fees,2
NP,NNS QP .,1
NNS,Fees,1
NP-HLN,"NP , NP PRN , PP :",1
NP,NNP FW NNP FW NNP,1
NNP,Monte,1
FW,dei,1
NNP,Paschi,1
FW,di,1
NNP,Siena,1
NN,branch,5
JJ,Italian,1
NNP,Debenture,1
NP,"NP PRN PP , VP , PP .",1
NNP,Daiwa,1
NNP,Okobank,1
NNP,Finland,2
NP,"NP PP ADJP , VP PP .",1
CD,101.225,1
CD,6.056,1
NNP,IBJ,1
NNP,EG&G,5
NNP,Laboratorium,1
NNP,Prof.,1
NNP,Berthold,3
JJ,scientific,2
NNP,Wellesley,1
NP,QP FW NNS,1
QP,JJR IN CD CD,1
FW,Deutsche,1
NNS,marks,1
CD,54.5,1
NNP,Wildbad,1
VP,ADVP VBZ NP,4
NNP,M.,1
NNP,Kucharski,1
NP,NP NX,4
NNS,technologies,2
NNP,European,1
NNP,Community,1
VB,assure,1
NN,presence,5
ADJP,RB VBG,1
JJ,bio-analytical,1
JJ,applied,1
NNS,physics,1
NP,PRP$ NNP NNP NNP NN,1
NNP,Mason,3
NNP,Transgenic,3
NNPS,Sciences,1
NNP,Worcester,1
NNP,Mass,1
VB,leave,3
NN,toxicology,1
CD,140,1
VBZ,serves,1
NP,JJ CC NN NNS,2
NNPS,Institutes,2
NNP,Health,2
JJ,combined,2
VP,VB ADJP-PRD PP-TMP,1
JJ,profitable,3
NNP,Sherblom,1
NX,JJ NN NN,2
NNP,Internal,2
NNP,Revenue,2
NNP,Tax,5
VB,decide,2
NNP,Herbert,1
NNP,Hunt,12
VP,VB NP NP SBAR-TMP,2
VB,owe,2
VBN,liquidated,1
NNP,IRS,15
VBD,broke,1
NN,tycoon,1
NN,bankruptcy,6
VBZ,removes,1
VP,VBN NP PP-CLR SBAR-ADV,1
VBN,stripped,2
VBZ,rules,1
VP,VBN NP NP-TMP PP-LOC,2
VBN,heard,1
NNP,D.C,1
JJ,back,2
NNS,taxes,4
VP,VBG NP NP-TMP,2
VBG,hearing,2
CD,65.7,1
NNP,Minpeco,2
NN,creditor,2
NP-SBJ,DT JJ NNS NN,1
JJ,Peruvian,1
NNS,minerals,1
NN,claim,9
PP,TO S-NOM,2
VBG,turning,3
NNP,Harold,1
NNP,Abramson,1
NNS,attorneys,2
VB,appeal,3
VBG,Regarding,1
VBG,liquidating,1
S,S CC S PP-LOC,1
JJ,liquidating,1
NNS,creditors,6
VP,VBN PP-PRD PP,2
NNS,odds,1
VBN,demanded,1
QP,DT JJR IN $ CD CD,1
NNP,Grover,1
NNP,Hartt,2
CD,"200,000",1
JJ,English,2
NN,pottery,1
NN,condominium,1
VP,VBN NP SBAR-ADV,1
VBN,kept,4
VBN,settled,1
S-TPC,CC S CC S,1
VB,roll,1
NNS,dice,1
NNP,McCartin,1
NN,client,4
VBD,welcomed,1
NN,gamble,1
VBN,found,2
JJ,safe,2
NN,outlet,1
VBG,buying,3
VBN,pooled,1
VBN,packaged,1
JJ,interest-bearing,1
JJ,mortgage-backed,2
RB,As,1
NP-LGS,"NP , CC NP ,",1
VP,VBP PP-DIR,2
VBP,flow,1
VBN,watched,1
NNPS,Japanese,6
VBP,snap,1
NNS,courses,1
VBZ,marks,3
VBD,shunned,1
VBN,burned,1
NP,DT `` NN '',4
NN,tsunami,1
JJ,tidal,1
NN,wave,1
NN,headway,1
NNP,O.,2
NNP,Maxwell,1
VP,VBZ NP ADVP-TMP S-PRP,1
VBZ,visits,1
ADVP-TMP,ADVP NP-ADV,1
ADVP,IN JJS RB,1
VB,explain,1
VB,drum,1
ADJP,NP-ADV JJR,1
NP-ADV,DT JJ NN,1
VBN,triggered,1
NN,talk,1
VP,NN PRT NP NP-LOC,1
NN,Evidence,1
VBZ,abounds,1
RBR,Earlier,3
NNP,Blackstone,1
NP,DT JJ ADJP JJ NN,1
CD,570,1
JJ,mortgage-securities,1
VBD,created,3
NP-SBJ,"NP PP , SBAR ,",2
NN,buyer,2
ADVP,RBR IN,1
VP,"VB NP NP-TMP , PP-DIR",1
VB,double,1
QP,JJ CD,2
S,CC NP-SBJ NP-TMP VP .,1
NN,seminar,1
JJ,prospective,1
VP,VB NP PP-DIR PP-TMP,1
VB,channel,1
NNS,tens,1
S-TPC,"NP-TMP , NP-SBJ VP",2
NP,RB JJ JJ NNS,1
NNP,Kinji,1
NNP,Kato,2
S,"`` NP-TMP , NP-SBJ VP . ''",1
VBG,changing,1
VBG,investing,3
RB,Ultimately,1
NN,institution,1
VBN,authorized,2
VB,act,3
NN,seller,1
VP,VBP ADVP SBAR,1
VBG,considering,5
JJ,59-dealer,1
VP,VBP ADJP-PRD PP-PRP,1
S,SBAR-ADV NP-SBJ VP .,1
VP,"VBN NP PP , SBAR-ADV ,",1
NN,faith,1
VBN,assumed,1
S,-LRB- NP-SBJ VP -RRB- .,1
VP,VBP ADVP NP-PRD,3
JJ,dollar-denominated,1
JJ,liquid,1
NP,RB JJ NN NNS,1
RB,federally,1
JJ,backed,1
VBZ,exceeds,1
QP,RB NN,1
NP,DT QP -NONE-,1
CD,2.2,1
JJ,residential,2
NP,RB JJ,1
NP,QP NN NNS,1
CD,1.8,1
NP-PRD,"NP , SBAR",1
VP,VBD NP PP-DIR ADVP-TMP ADVP-TMP,1
VBD,dipped,1
IN,Since,6
VP,VBN CC VBN NP PP-TMP,1
VBN,prepaid,2
VBN,refinanced,1
NNS,issuers,2
VBP,retain,2
VP,VB ADVP-CLR NP PP-TMP,1
VP,"VBZ NP-PRD , SBAR-PRP",1
NN,headache,1
VBZ,forces,2
VP,VB NP : PP-CLR,1
VB,reinvest,2
PP-CLR,ADVP-TMP IN NP,1
VBD,carried,1
S-TPC,"ADVP-TMP , NP-SBJ VP",1
QP,CD CC CD,2
VB,understand,3
NN,prepayment,3
NN,Nomura,1
ADJP-PRD,ADJP CC ADJP PP,1
JJ,surprised,2
VBG,Compounding,1
VP,"VBP NP ADVP-TMP , SBAR-PRP",1
VBP,pay,4
RB,monthly,1
VBP,require,1
NNS,homeowners,1
S,"CC S , IN S .",1
JJ,institutional,3
JJ,semiannual,2
NN,flow,4
VBD,posed,1
VBD,steered,1
ADVP-CLR,RB PP,4
RB,clear,1
CD,1985,6
VBN,bought,1
NP,NNP NNP JJ NN,1
VP,VBZ NP S-CLR,1
NP,CD ADJP JJ NNP NNP NNP NNS,1
JJ,Real,1
NNP,Investment,3
NNS,Conduits,1
NN,obligation,2
VP,VBN NP PP-DTV NP-TMP,1
NP,VBP POS,1
VBP,Blackstone,1
NNS,effects,1
VP,ADVP-MNR VB NP SBAR-PRP,1
NN,certificate,2
VBZ,guarantees,1
NNP,Georgia-Pacific,1
NNP,Great,1
NNP,Nekoosa,1
JJ,uninvited,1
NNS,takeovers,1
VP,VBP ADVP ADJP-PRD PP,1
JJ,alive,1
JJ,premature,1
NN,demise,1
RB,Therefore,1
NN,poison,21
NNS,pills,12
VP,VB PP-LOC,3
VB,rage,1
NNS,boardrooms,1
NNS,halls,1
NN,academia,1
S,"SBAR-ADV , NP-SBJ ADVP-TMP VP .",1
VP,VBP PP-MNR,1
VBP,come,2
NNS,colors,1
NNS,shapes,1
VP,VBP NP NP,3
VBP,give,2
SBAR-ADV,SBAR : PRN,1
PRN,"ADVP , SBAR",1
VBZ,acquires,1
JJ,specified,1
NP-SBJ,DT NN NN NNS,1
VP,VBN NP PP-CLR PP SBAR-ADV,1
VBN,redeemed,1
JJ,nominal,1
NP-LGS,NP NNS,1
VBP,approve,1
NNS,Supporters,1
NN,adoption,3
NNS,bidders,2
VP,VBN NP PP-PUT,2
VP,VB NP ADVP-LOC,1
JJ,Recent,1
NNS,studies,5
NNP,Georgeson,1
VBP,conclude,1
VBN,experienced,1
JJR,greater,4
JJ,stock-price,1
NNS,Critics,2
VP,VBP NP PP-MNR,3
VBP,harm,1
PP-MNR,PP CC PP,2
VBG,letting,2
VB,defeat,1
JJ,premium,2
VBG,deterring,1
S-NOM,NP-SBJ ADVP-TMP VP,1
JJ,academic,2
VBZ,reduces,1
NNS,values,2
PP-TMP,"CONJP PP , CONJP PP",1
CONJP,CC RB,3
NNS,periods,1
VB,evaluate,3
JJ,regular,1
VP,JJ ADVP PP-CLR PP,1
VBG,issuing,1
NN,pill,12
SQ,VBZ NP-SBJ VP .,1
VBZ,Does,2
JJ,high-quality,2
NN,track,1
SQ,"SQ , CC SQ .",1
JJ,viable,2
NN,strategy,11
VBG,improving,1
NN,implementation,1
JJ,extended,1
SQ,MD NP-SBJ VP .,2
MD,Will,1
JJ,particular,2
RB,significantly,1
NP,DT NNS SBAR,1
NNS,chances,2
S,"SBAR-ADV , ADVP NP-SBJ VP .",1
JJ,affirmative,1
RB,favorably,1
JJ,disposed,1
SBAR-PRD,DT S,1
NP-SBJ,JJS JJ NNS,1
JJ,poison,1
VP,VBP ADVP-TMP,2
VBP,survive,1
RB,forever,1
SBARQ,"SBAR-ADV , WHNP SQ .",2
SQ,MD NP-SBJ VP,2
VP,VB NP-PRD PP-TMP,3
NP-PRD,DT NNP,1
NNP,CEO,1
JJ,time-limited,4
NN,limit,1
VP,"VB PP-CLR , PP",1
VB,range,1
VBG,depending,1
NN,composition,1
NN,nature,4
JJ,strategic,5
VP,"VBN NP ADVP-MNR , SBAR-ADV",1
VBN,eliminated,1
JJ,then-current,1
NP,NP NN CC NN NN,1
NP,CD JJ NN,2
JJ,rare,3
VP,VBN NP PP NP-TMP SBAR-TMP,1
NNP,Pennzoil,2
NN,litigation,2
NNP,Texaco,1
VP,VBZ NP SBAR-PRP,1
VBZ,covers,1
VP,VB NP PP-CLR PP-MNR ADVP-MNR,1
JJ,prudent,2
NN,manner,3
VP,VBN NP ADVP-TMP PP,1
NP,JJ NNP NNP NNP,1
JJ,Pittsburgh-based,1
NNP,Intergroup,1
JJ,diversified,1
NNP,Wisconsin,2
NN,voting,1
VP,VBD PP S-PRP-CLR,1
VBD,worked,2
S-PRP-CLR,NP-SBJ VP,3
VP,ADVP VBZ PP-TMP SBAR-ADV,1
VBN,continued,2
NN,vote,2
NN,receptivity,1
NNP,Council,3
NNP,Institutional,1
JJ,informal,10
NN,survey,2
RBR,More,3
JJ,widespread,1
NN,context,1
NP,DT JJ NN NN POS,1
NP-SBJ,JJ JJ NN,2
JJ,concrete,1
NN,analysis,1
JJ,fruitful,1
NN,dialogue,2
JJ,abstract,1
NNP,Pozen,1
NNP,Fidelity,1
NP,JJ NX,1
NNP,Enfield,7
VB,win,4
VP,VBN NP PP-LOC PP PP,1
NNS,lawsuits,4
NNP,Ontario,2
JJ,unjust,1
NN,dismissal,2
VP,PP PP,1
NN,libel,2
NP,PRP$ JJS NN,1
NNP,Canadian,7
NNP,Hees,6
VBZ,controls,1
NNS,Holders,1
VBD,elected,1
NNS,nominees,2
JJ,11-member,1
VBG,feuding,1
NP,NP PP-TMP SBAR-TMP,1
VBD,disallowed,1
NNS,proxies,1
NN,favor,3
VBD,overturned,1
NNS,actions,1
VBD,amounted,1
NP,-LRB- PRP$ -RRB- NN,1
NP-SBJ,PRP$ NN NN,1
VBZ,seeks,3
JJ,Canadian,3
CD,8.5,1
NP,NNP NNS NNP NNP CC NNP NNP,2
NNP,Manfred,1
NNP,Walt,1
NNP,Willard,1
NNP,L'Heureux,1
NP,CD NNS NN NN,1
NN,severance,1
NN,pay,10
JJ,equivalent,1
$,C$,1
CD,"720,000",1
NP-SBJ,NNP CC NNP NNP NNS,1
VP,NP-ADV VBN NP PP,1
CD,38.5,1
NN,merchant,1
NP-LGS,NNP NNS NNP CC NNP NNP,1
NNP,Toronto,3
NNS,financiers,1
NNP,Bronfman,1
VBG,Buying,1
VP,VBZ PP-PRD PP,1
PP-PRD,ADVP RB NP,1
NP,NNP NNP NNP POS,3
NN,alley,1
NP-SBJ,DT JJ JJ JJ NN NN,1
VBG,entering,1
RB,similarly,1
JJ,conservative,2
JJ,tony,1
NN,property,5
S-TPC,"CC PP , NP-SBJ VP",2
CD,846,1
RB,uncharacteristically,1
JJ,nervy,1
JJ,cautious,1
NN,giant,2
NP,NP JJ NNP NNP,1
JJ,beloved,1
NNS,tensions,1
VP,VBP PP-LOC-PRD ADVP-TMP,1
JJ,all-time,1
NN,high,2
VP,"VBP S , S-ADV",1
VBP,prefer,2
VB,focus,1
NNS,affinities,1
VBG,dismissing,1
NN,backlash,1
NP-PRD,ADJP NNS,1
ADJP,JJ CONJP JJ,1
JJ,negative,1
NNS,reactions,1
NP-SBJ,"NP-SBJ , NP",3
NNP,Pettit,1
S,"`` PP , NP-SBJ VP . ''",1
NP-SBJ,DT JJ NN NNS CC NNS,1
NNS,businessmen,2
JJ,prominent,2
NP-PRD,NP PP SBAR,2
NN,sort,2
VBN,avoided,1
NP,DT NN VBG,1
PP,RB ADJP,1
RB,In,1
RB,particular,1
VP,"VBP NP , S-ADV",2
VBP,criticize,1
VP,VBG SBAR-ADV PP-LOC,1
NNS,heels,1
JJ,controversial,4
